 Bailey's Pocket Mouse; Chaetodipus baileyi
 Grizzly Bear; Ursus arctos horribilis
 Grizzly Or Brown Bear; Ursus arctos 
 Brush Deermouse; Peromyscus boylii
 Brush Rabbit; Sylvilagus bachmani
 Brown Rat; Rattus norvegicus
 Black-tailed Jackrabbit; Lepus californicus
 Banner-tailed Kangaroo Rat; Dipodomys spectabilis
 Bushy-tailed Woodrat; Neotoma cinerea 
 California Deermouse; Peromyscus californicus
 Canadian Lynx; Lynx canadensis 
 California Myotis; Myotis californicus 
 Woodland Caribou; Rangifer tarandus caribou
 Caribou; Rangifer tarandus 
 California Sealion; Zalophus californianus
 California Ground Squirrel; Spermophilus beecheyi
 Amargosa Vole; Microtus californicus scirpensis
 Monterey Vole; Microtus californicus halophilus
 Mohave Vole; Microtus californicus mohavensis
 San Pablo Vole; Microtus californicus sanpabloensis
 Stephens' California Vole; Microtus californicus stephensi
 Owens Valley Vole; Microtus californicus vallicola
 California Vole; Microtus californicus
 Cactus Deermouse; Peromyscus eremicus
 California Chipmunk; Tamias obscurus
 Cascade Golden-mantled Ground Squirrel; Spermophilus saturatus
 Chihuahuan Grasshopper Mouse; Onychomys arenicola
 Cockrum's Gray Shrew; Notiosorex cockrumi
 Chital; Axis axis
 Chihuahuan Pocket Mouse; Chaetodipus eremicus
 Cinereus (Masked) Shrew; Sorex cinereus 
 California Kangaroo Rat; Dipodomys californicus
 Cliff Chipmunk; Tamias dorsalis
 Californian Leaf-nosed Bat; Macrotus californicus
 Curasoan Long-nosed Bat; Leptonycteris curasoae
 Pecos River Muskrat; Ondatra zibethicus ripensis
 Common Muskrat; Ondatra zibethicus
 Muskrat; Ondatra zibethicus 
 Canyon Deermouse; Peromyscus crinitus
 Colorado Chipmunk; Tamias quadrivittatus
 Cotton Deermouse; Peromyscus gossypinus
 Coues' Oryzomys; Oryzomys couesi
 Collared Peccary; Pecari tajacu
 Collared Pika; Ochotona collaris 
 Columbian Ground Squirrel; Spermophilus columbianus
 Florida Panther; Puma concolor coryi
 Cougar; Puma concolor
 Coyote; Canis latrans 
 Coypu; Myocastor coypus
 Camas Pocket Gopher; Thomomys bulbivorus
 California Pocket Mouse; Chaetodipus californicus
 Crawford's Gray Shrew; Notiosorex crawfordi
 Creeping Vole; Microtus oregoni
 Coast Mole; Scapanus orarius
 Chisel-toothed Kangaroo Rat; Dipodomys microps
 Central Texas Pocket Gopher; Geomys texensis
 Southwestern Cave Myotis; Myotis velifer brevis
 Cave Myotis; Myotis velifer
 Kenai Dall Sheep; Ovis dalli kenaiensis
 Dall's Sheep; Ovis dalli 
 Desert Cottontail; Sylvilagus audubonii
 Desert Woodrat; Neotoma lepida
 Desmarest's Fig-eating Bat; Stenoderma rufum
 Dusky-footed Woodrat; Neotoma fuscipes
 Desert Valley Kangaroo Mouse; Microdipodops megacephalus albiventer
 Fletcher Kangaroo Mouse; Microdipodops megacephalus nasutus
 Dark Kangaroo Mouse; Microdipodops megacephalus
 Desert Kangaroo Rat; Dipodomys deserti
 Domestic Cat; Felis catus
 Douglas's Squirrel; Tamiasciurus douglasii
 Desert Pocket Gopher; Geomys arenarius
 Desert Pocket Mouse; Chaetodipus penicillatus
 Dusky shrew - Yakutat; Sorex monticolus alascensis
 Dusky Shrew - Alexander Archipelago; Sorex monticolus ellassodon
 Warren Island Dusky Shrew; Sorex monticolus malitiosus
 Dusky Shrew; Sorex monticolus 
 Dwarf Shrew; Sorex nanus
 Dulzura Kangaroo Rat; Dipodomys simulans
 Eastern Chipmunk; Tamias striatus
 Eastern Cottontail; Sylvilagus floridanus
 Anastasia Island Mole; Scalopus aquaticus anastasae
 Englewood Mole; Scalopus aquaticus bassi
 Presidio Mole; Scalopus aquaticus texanus
 Eastern Mole; Scalopus aquaticus
 Eastern Pipistrelle; Pipistrellus subflavus
 Bailey's Eastern Woodrat; Neotoma floridana baileyi
 Eastern Woodrat; Neotoma floridana floridana
 Southern Appalachian Woodrat; Neotoma floridana haematoreia
 Eastern Woodrat; Neotoma floridana illinoensis
 Key Largo Woodrat; Neotoma floridana smalli
 Eastern Woodrat; Neotoma floridana
 Eastern Gray Squirrel; Sciurus carolinensis
 Mangrove Fox Squirrel; Sciurus niger avicennia
 Delmarva Fox Squirrel; Sciurus niger cinereus
 Eastern Fox Squirrel - NC Mountain Population; Sciurus niger pop. 1
 A Fox Squirrel; Sciurus niger niger
 Sherman's Fox Squirrel; Sciurus niger shermani
 Fox Squirrel; Sciurus niger vulpinus
 Eastern Fox Squirrel; Sciurus niger
 Eastern Harvest Mouse; Reithrodontomys humulis
 Eastern Heather Vole; Phenacomys ungava
 Elk; Cervus elaphus
 Eastern Red Bat; Lasiurus borealis
 Admiralty Island Ermine; Mustela erminea salva
 Prince Of Wales Island Ermine; Mustela erminea celenda
 Suemez Island Ermine; Mustela erminea seclusa
 Ermine - Baranof Island; Mustela erminea initis
 Kodiak Island Ermine; Mustela erminea kadiacensis
 Ermine; Mustela erminea 
 Eastern Small-footed Myotis; Myotis leibii
 Eastern Spotted Skunk; Spilogale putorius
 Elliot's Short-tailed Shrew; Blarina hylophaga
 Evening Bat; Nycticeius humeralis
 Fallow Deer; Dama dama
 Florida Bonneted Bat; Eumops floridanus
 Franklin's Ground Squirrel; Spermophilus franklinii
 Fulvous Harvest Mouse; Reithrodontomys fulvescens
 Fisher; Martes pennanti
 Florida Deermouse; Podomys floridanus
 Fog Shrew; Sorex sonomae
 Fringed Myotis; Myotis thysanodes
 Greater Bonneted Bat; Eumops perotis
 Great Basin Pocket Mouse; Perognathus parvus
 Greater Bulldog Bat; Noctilio leporinus
 Gray-collared Chipmunk; Tamias cinereicollis
 Gulf Coast Kangaroo Rat; Dipodomys compactus
 Gemsbok; Oryx gazella
 Gray-footed Chipmunk; Tamias canipes
 Guadalupe Fur Seal; Arctocephalus townsendi
 Giant Kangaroo Rat; Dipodomys ingens
 San Bernardino Golden-mantled Ground Squirrel; Spermophilus lateralis bernardinus
 Wind River Golden-mantled Ground Squirrel; Spermophilus lateralis lateralis
 A Golden-mantled Ground Squirrel; Spermophilus lateralis wortmani
 Golden-mantled Ground Squirrel; Spermophilus lateralis
 Goat; Capra hircus
 Golden Mouse; Ochrotomys nuttalli
 Gunnison's Prairie Dog; Cynomys gunnisoni
 Gray Fox; Urocyon cinereoargenteus
 Gray Myotis; Myotis grisescens
 Mexican Wolf; Canis lupus baileyi
 Alexander Archipelago Wolf; Canis lupus ligoni
 Red Wolf; Canis lupus rufus
 Gray Wolf; Canis lupus 
 Gray-tailed Vole; Microtus canicaudus
 Harbor Seal; Phoca vitulina 
 Harris' Antelope Squirrel; Ammospermophilus harrisii
 Hispid Cotton Rat; Sigmodon hispidus
 Himalayan Tahr; Hemitragus jemlahicus
 Heermann's Kangaroo Rat; Dipodomys heermanni
 Hoary Bat; Lasiurus cinereus
 Hopi Chipmunk; Tamias rufus
 Glacier Bay Hoary Marmot; Marmota caligata vigilis
 Hoary Marmot; Marmota caligata 
 House Mouse; Mus musculus
 Horse; Equus caballus
 Hooded Skunk; Mephitis macroura
 Hispid Pocket Mouse; Chaetodipus hispidus
 Hairy-tailed Mole; Parascalops breweri
 Northern Idaho Ground Squirrel; Spermophilus brunneus brunneus
 Southern Idaho Ground Squirrel; Spermophilus brunneus endemicus
 Idaho Ground Squirrel; Spermophilus brunneus
 Indiana Myotis; Myotis sodalis
 Inyo Shrew; Sorex tenellus
 Hall Island Insular Vole; Microtus abbreviatus abbreviatus
 St. Matthew Island Insular Vole; Microtus abbreviatus fisheri
 Insular Vole; Microtus abbreviatus 
 Idaho Pocket Gopher; Thomomys idahoensis
 Gulf Coast Jaguarundi; Puma yagouaroundi cacomitli
 Sinaloan Jaguarundi; Puma yagouaroundi tolteca
 Jaguarundi; Puma yagouaroundi
 Jaguar; Panthera onca
 Jamaican Fruit-eating Bat; Artibeus jamaicensis
 Keen's Myotis; Myotis keenii 
 Kit Fox - San Joaquin Valley Population; Vulpes macrotis mutica
 Kit Fox; Vulpes macrotis
 Knox Jones's Pocket Gopher; Geomys knoxjonesi
 Little Brown Myotis; Myotis lucifugus 
 Least Chipmunk; Tamias minimus
 Long-eared Myotis; Myotis evotis
 Least Weasel; Mustela nivalis 
 Long-legged Myotis; Myotis volans 
 Mt. Pinos Lodgepole Chipmunk; Tamias speciosus callipeplus
 Lodgepole Chipmunk; Tamias speciosus speciosus
 Lodgepole Chipmunk; Tamias speciosus
 Long-eared Chipmunk; Tamias quadrimaculatus
 Palm Springs Little Pocket Mouse; Perognathus longimembris bangsi
 Jacumba Little Pocket Mouse; Perognathus longimembris internationalis
 Pacific Pocket Mouse; Perognathus longimembris pacificus
 Los Angeles Pocket Mouse; Perognathus longimembris brevinasus
 A Pocket Mouse; Perognathus longimembris salinensis
 A Pocket Mouse; Perognathus longimembris tularensis
 Little Pocket Mouse; Perognathus longimembris
 Long-tailed Pocket Mouse; Chaetodipus formosus
 Long-tailed Shrew; Sorex dispar
 Coronation Island Vole; Microtus longicaudus coronarius
 Long-tailed vole - littoralis; Microtus longicaudus littoralis
 Long-Tailed Vole; Microtus longicaudus 
 Long-tailed Weasel; Mustela frenata
 Marsh Oryzomys; Oryzomys palustris
 Marsh Rabbit; Sylvilagus palustris
 Merriam's Deermouse; Peromyscus merriami
 Merriam's Shrew; Sorex merriami
 Mexican Ground Squirrel; Spermophilus mexicanus
 Admirality Meadow Vole; Microtus pennsylvanicus admiraltiae
 Duke's Salt Marsh Vole; Microtus pennsylvanicus dukecampbelli
 None; Microtus pennsylvanicus finitis
 Dismal Swamp Meadow Vole; Microtus pennsylvanicus nigrans
 Kincaid Meadow Vole; Microtus pennsylvanicus kincaidi
 None; Microtus pennsylvanicus modestus
 Gull Island Vole; Microtus pennsylvanicus nesophilus
 Block Island Meadow Vole; Microtus pennsylvanicus provectus
 Penobscot Meadow Vole; Microtus pennsylvanicus shattucki
 None; Microtus pennsylvanicus uligocola
 Meadow Vole; Microtus pennsylvanicus 
 Mexican Woodrat; Neotoma mexicana
 Mexican Fox Squirrel; Sciurus nayaritensis
 Mexican Free-tailed Bat; Tadarida brasiliensis
 Merriam's Ground Squirrel; Spermophilus canus
 Mogollon Vole; Microtus mogollonensis
 Meadow Jumping Mouse; Zapus hudsonius 
 Merriam's Kangaroo Rat; Dipodomys merriami
 Mexican Long-nosed Bat; Leptonycteris nivalis
 Mt. Lyell Shrew; Sorex lyelli
 Mexican Long-tongued Bat; Choeronycteris mexicana
 Merriam's Chipmunk; Tamias merriami
 Mountain Cottontail; Sylvilagus nuttallii
 Mountain Goat; Oreamnos americanus 
 Moose; Alces americanus 
 Mohave Ground Squirrel; Spermophilus mohavensis
 Arizona Montane Vole; Microtus montanus arizonensis
 Pahranagat Valley Vole; Microtus montanus fucosus
 Ash Meadows Montane Vole; Microtus montanus nevadensis
 Virgin River Montane Vole; Microtus montanus rivularis
 Montane Vole; Microtus montanus
 Mountain Pocket Gopher; Thomomys monticola
 Merriam's Pocket Mouse; Perognathus merriami
 Marsh Shrew; Sorex bendirii
 Mexican Spiny Pocket Mouse; Liomys irroratus
 Mule Deer; Odocoileus hemionus 
 Muskox; Ovibos moschatus 
 North American Deermouse; Peromyscus maniculatus 
 North American Least Shrew; Cryptotis parva
 North American Porcupine; Erethizon dorsatum 
 North American River Otter; Lontra canadensis
 Nelson's Antelope Squirrel; Ammospermophilus nelsoni
 Bighorn Mountain Water Vole; Microtus richardsoni pop. 1
 North American Water Vole; Microtus richardsoni
 Nine-banded Armadillo; Dasypus novemcinctus
 Northern Baja Deermouse; Peromyscus fraterculus
 Northern Bog Lemming; Synaptomys borealis
 St. Lawrence Island Collared Lemming; Dicrostonyx groenlandicus exsul
 Collared lemming - peninsulae; Dicrostonyx groenlandicus peninsula
 Umnak Island Collared Lemming; Dicrostonyx groenlandicus stevensoni
 Unalaska Collared Lemming; Dicrostonyx groenlandicus unalaskcensis
 Nearctic Collared Lemming; Dicrostonyx groenlandicus 
 Nunivak Island Brown Lemming; Lemmus trimucronatus harroldi
 Black-Footed Brown Lemming; Lemmus trimucronatus nigripes
 Nearctic Brown Lemming; Lemmus trimucronatus 
 Northern Elephant Seal; Mirounga angustirostris
 Narrow-faced Kangaroo Rat; Dipodomys venustus
 Northern Fur Seal; Callorhinus ursinus 
 San Bernardino Flying Squirrel; Glaucomys sabrinus californicus
 Virginia Northern Flying Squirrel; Glaucomys sabrinus fuscus
 Prince of Wales Flying Squirrel; Glaucomys sabrinus griseifrons
 Carolina Northern Flying Squirrel; Glaucomys sabrinus coloratus
 Northern Flying Squirrel; Glaucomys sabrinus 
 New England Cottontail; Sylvilagus transitionalis
 Northern Grasshopper Mouse; Onychomys leucogaster
 New Mexico Shrew; Sorex neomexicanus
 Northern bog lemming; Synaptomys borealis 
 Northwestern Deermouse or Keen's Mouse; Peromyscus keeni 
 Northern Myotis; Myotis septentrionalis
 Northern Short-tailed Shrew; Blarina brevicauda
 None; Thomomys talpoides agrestis
 Northern Pocket Gopher; Thomomys talpoides douglasii
 A Pocket Gopher; Thomomys talpoides meritus
 Pocket Gopher; Thomomys talpoides fossor
 Northern Pocket Gopher; Thomomys talpoides limosus
 None; Thomomys talpoides macrotis
 A Pocket Gopher; Thomomys talpoides ocius
 A Pocket Gopher; Thomomys talpoides retrorsus
 A Pocket Gopher; Thomomys talpoides rostralis
 A Pocket Gopher; Thomomys talpoides attenuatus
 A Pocket Gopher; Thomomys talpoides durranti
 Northern Pocket Gopher; Thomomys talpoides
 Nelson's Pocket Mouse; Chaetodipus nelsoni
 Northern Pygmy Mouse; Baiomys taylori
 St. Lawrence Island Red-Backed Vole; Myodes rutilus albiventer
 Glacier Bay Red-Backed Vole; Myodes rutilus glacialis
 Island Red-Backed Vole; Myodes rutilus insularis
 Northern Red-backed Vole; Myodes rutilus 
 Northern Rock Deermouse; Peromyscus nasutus
 Northern Yellow Bat; Lasiurus intermedius
 Olive-backed Pocket Mouse; Perognathus fasciatus
 Ocelot; Leopardus pardalis
 Ord's Kangaroo Rat; Dipodomys ordii
 Choctawhatchee Beach Deermouse; Peromyscus polionotus allophrys
 Pallid Beach Deermouse; Peromyscus polionotus decoloratus
 Anastasia Beach Deermouse; Peromyscus polionotus phasma
 Santa Rosa Beach Deermouse; Peromyscus polionotus leucocephalus
 Alabama Beach Deermouse; Peromyscus polionotus ammobates
 Southeast Beach Deermouse; Peromyscus polionotus niveiventris
 St. Andrews Beach Deermouse; Peromyscus polionotus peninsularis
 Perdido Key Beach Deermouse; Peromyscus polionotus trissyllepsis
 Oldfield Deermouse; Peromyscus polionotus
 Olympic Marmot; Marmota olympus
 Ornate Shrew; Sorex ornatus
 Pallid Bat; Antrozous pallidus
 Palmer's Chipmunk; Tamias palmeri
 None; Sorex pacificus cascadensis
 None; Sorex pacificus pacificus
 Pacific Shrew; Sorex pacificus
 Preble's Shrew; Sorex preblei
 Pocketed Free-tailed Bat; Nyctinomops femorosaccus
 Peters's Ghost-faced Bat; Mormoops megalophylla
 Piute Ground Squirrel; Spermophilus mollis
 Plains Harvest Mouse; Reithrodontomys montanus
 Palo Duro Deermouse; Peromyscus truei comanche
 Pinon Deermouse; Peromyscus truei
 Mt. Whitney Pika; Ochotona princeps albata
 Gray-headed Pika; Ochotona princeps schisticeps
 A Pika; Ochotona princeps figginsi
 White Mountains Pika; Ochotona princeps sheltoni
 A Pika; Ochotona princeps incana
 Yosemite Pika; Ochotona princeps muiri
 Goat Peak Pika; Ochotona princeps nigrescens
 Bighorn Mountain Pika; Ochotona princeps obscura
 Medicine Bow Mountain Pika; Ochotona princeps saxatilis
 Taylor Pika; Ochotona princeps taylori
 A Pika; Ochotona princeps ventorum
 American Pika; Ochotona princeps
 Pribilof Island Shrew; Sorex pribilofensis 
 Pacific Jumping Mouse; Zapus trinotatus
 Pale Kangaroo Mouse; Microdipodops pallidus
 Argus Mountains Kangaroo Rat; Dipodomys panamintinus argusensis
 Panamint Kangaroo Rat; Dipodomys panamintinus panamintinus
 Panamint Kangaroo Rat; Dipodomys panamintinus
 Pallas's Mastiff Bat; Molossus molossus
 Parnell's Moustached Bat; Pteronotus parnellii portoricensis
 Kingston Mountain Chipmunk; Tamias panamintinus acrus
 Panamint Chipmunk; Tamias panamintinus
 Polar Bear; Ursus maritimus 
 Plains Pocket Gopher; Geomys bursarius
 Plains Pocket Mouse; Perognathus flavescens
 Puerto Rican Long-tongued Bat; Monophyllus redmani portoricensis
 None; Antilocapra americana americana
 A Pronghorn; Antilocapra americana mexicana
 Sonoran Pronghorn; Antilocapra americana sonoriensis
 Pronghorn; Antilocapra americana
 Prairie Shrew; Sorex haydeni
 Louisiana Vole; Microtus ochrogaster ludovicianus
 Prairie Vole; Microtus ochrogaster taylori
 Prairie Vole; Microtus ochrogaster
 Black-tailed Prairie Dog; Cynomys ludovicianus
 Pygmy Rabbit (Columbia Basin Population); Brachylagus idahoensis pop. 2
 Pygmy Rabbit; Brachylagus idahoensis
 Raccoon; Procyon lotor
 Rafinesque's Big-eared Bat; Corynorhinus rafinesquii
 Red-bellied Squirrel; Sciurus aureogaster
 Sierra Nevada Red Fox; Vulpes vulpes necator
 Red Fox; Vulpes vulpes 
 Red squirrel - Kenai; Tamiasciurus hudsonicus kenaiensis
 Kupreanof Red Squirrel; Tamiasciurus hudsonicus picatus
 Red Squirrel; Tamiasciurus hudsonicus 
 Richardson's Ground Squirrel; Spermophilus richardsonii
 Ringtail; Bassariscus astutus
 Kodiak River Otter; Lontra canadensis kodiacensis
 Prince Of Wales River Otter; Lontra canadensis mira
 River Otter; Lontra canadensis 
 Ringed Seal; Pusa hispida 
 Robust Cottontail; Sylvilagus robustus
 Amak Island Root Vole; Microtus oeconomus amakensis
 Montague Island Root Vole; Microtus oeconomus elymocetes
 St. Lawrence Island Root Vole; Microtus oeconomus innuitus
 Shumagin Island Root Vole; Microtus oeconomus popofensis
 Sitka Root Vole; Microtus oeconomus sitkensis
 Punuk Island Root Vole; Microtus oeconomus punukensis
 Root vole (formerly Tundra vole); Microtus oeconomus 
 Yakatat Root Vole; Microtus oeconomus yakutatensis
 Roof Rat; Rattus rattus
 Rock Squirrel; Spermophilus variegatus
 Southern Rock Vole; Microtus chrotorrhinus carolinensis
 Rock Vole; Microtus chrotorrhinus
 Rock Pocket Mouse; Chaetodipus intermedius
 Red-tailed Chipmunk; Tamias ruficaudus
 Round-tailed Ground Squirrel; Spermophilus tereticaudus
 Round-tailed Muskrat; Neofiber alleni
 Red Tree Vole; Arborimus longicaudus
 South American Coati; Nasua narica
 Saxicoline Deermouse; Peromyscus gratus
 Sambar; Rusa unicolor
 Sagebrush Vole; Lemmiscus curtatus
 Southern Bog Lemming; Synaptomys cooperi
 San Diego Pocket Mouse; Chaetodipus fallax
 Seminole Bat; Lasiurus seminolus
 Southeastern Pocket Gopher; Geomys pinetis
 Southeastern Myotis; Myotis austroriparius
 Sea Otter; Enhydra lutris
 Sierra Nevada Mountain Beaver; Aplodontia rufa californica
 Point Arena Mountain Beaver; Aplodontia rufa nigra
 Point Reyes Mountain Beaver; Aplodontia rufa phaea
 Sewellel; Aplodontia rufa
 Southern Flying Squirrel; Glaucomys volans
 Southern Grasshopper Mouse; Onychomys torridus
 Spotted Ground Squirrel; Spermophilus spilosoma
 Silver-haired Bat; Lasionycteris noctivagans 
 Shadow Chipmunk; Tamias senex
 Shrew-mole; Neurotrichus gibbsii
 Siskiyou Chipmunk; Tamias siskiyou
 Sika; Cervus nippon
 Small Indian Mongoose; Herpestes javanicus
 Singing Vole; Microtus miurus 
 Short-nosed Kangaroo Rat; Dipodomys nitratoides brevinasus
 Fresno Kangaroo Rat; Dipodomys nitratoides exilis
 Tipton Kangaroo Rat; Dipodomys nitratoides nitratoides
 San Joaquin Kangaroo Rat; Dipodomys nitratoides
 San Joaquin Pocket Mouse; Perognathus inornatus
 Stephen's Kangaroo Rat; Dipodomys stephensi
 St. Lawrence Island Shrew; Sorex jacksoni 
 Silky Pocket Mouse; Perognathus flavus
 Sooty Moustached Bat; Pteronotus quadridens
 Salt-marsh Harvest Mouse; Reithrodontomys raviventris
 Smoky Shrew; Sorex fumeus
 Oregon Snowshoe Hare; Lepus americanus klamathensis
 Bighorn Mountain Snowshoe Hare; Lepus americanus seclusus
 Sierra Nevada Snowshoe Hare; Lepus americanus tahoensis
 Snowshoe Hare; Lepus americanus 
 Star-nosed Mole; Condylura cristata
 Sonoma Chipmunk; Tamias sonomae
 Southern Short-tailed Shrew; Blarina carolinensis
 Spotted Bat; Euderma maculatum
 Southern Pocket Gopher; Thomomys umbrinus emotus
 Southern Pocket Gopher; Thomomys umbrinus intermedius
 Southern Pocket Gopher; Thomomys umbrinus
 Spiny Pocket Mouse; Chaetodipus spinatus
 Strecker's Pocket Gopher; Geomys streckeri
 Spotted Seal; Phoca largha 
 Southeastern Shrew; Sorex longirostris
 Southern Plains Woodrat; Neotoma micropus
 A Red-backed Vole; Myodes gapperi gauti
 Black Hills Red-backed Vole; Myodes gapperi brevicaudus
 Carolina Red-backed Vole; Myodes gapperi carolinensis
 Rocky Mountain Southern Red-backed Vole; Myodes gapperi galei
 Kentucky Red-backed Vole; Myodes gapperi maurus
 Southern red-backed vole - pheaus; Myodes gapperi pheaus
 Kittatiny Red-backed Vole; Myodes gapperi rupicola
 Gapper's Red-back vole; Myodes gapperi sitkinensis
 Southern Red-backed Vole; Myodes gapperi 
 Steller Sea Lion; Eumetopias jubatus 
 Striped Skunk; Mephitis mephitis
 Sonoma Tree Vole; Arborimus pomo
 Stephen's Woodrat; Neotoma stephensi
 Swift Fox; Vulpes velox
 Southwestern Myotis; Myotis auriculus
 Swamp Rabbit; Sylvilagus aquaticus
 Southern Yellow Bat; Lasiurus ega
 Texas Antelope Squirrel; Ammospermophilus interpres
 Tawny-bellied Cotton Rat; Sigmodon fulviventer
 Pale Lumped-nosed Bat; Corynorhinus townsendii pallescens
 Townsend's Western Big-eared Bat; Corynorhinus townsendii townsendii
 Virginia Big-eared Bat; Corynorhinus townsendii virginianus
 Townsend's Big-eared Bat; Corynorhinus townsendii
 Townsend's Ground Squirrel; Spermophilus townsendii
 Texas Kangaroo Rat; Dipodomys elator
 Allen's Thirteen-lined Ground Squirrel; Spermophilus tridecemlineatus alleni
 A Ground Squirrel; Spermophilus tridecemlineatus blanca
 A Opossum; Didelphis virginiana virginiana
 White Mountains Ground Squirrel; Spermophilus tridecemlineatus monticola
 A Ground Squirrel; Spermophilus tridecemlineatus pallidus
 A Ground Squirrel; Spermophilus tridecemlineatus arenicola
 A Ground Squirrel; Spermophilus tridecemlineatus parvus
 Thirteen-lined Ground Squirrel; Spermophilus tridecemlineatus
 Townsend's Chipmunk; Tamias townsendii
 Townsend's Mole; Scapanus townsendii
 Townsend's Vole; Microtus townsendii
 Townsend's Pocket Gopher; Thomomys townsendii
 Trowbridge's Shrew; Sorex trowbridgii
 Tundra Shrew; Sorex tundrensis 
 Texas Deermouse; Peromyscus attwateri
 Texas Pocket Gopher; Geomys personatus
 Uinta Ground Squirrel; Spermophilus armatus
 Hidden Forest Chipmunk; Tamias umbrinus nevadensis
 Uinta Chipmunk; Tamias umbrinus
 Underwood's Mastiff Bat; Eumops underwoodi
 Utah Prairie Dog; Cynomys parvidens
 Saltmarsh Wandering Shrew; Sorex vagrans halicoetes
 Monterey Vagrant Shrew; Sorex vagrans paludivagus
 Vagrant Shrew; Sorex vagrans
 Velvety Free-tailed Bat; Molossus molossus
 A Opossum; Didelphis virginiana californica
 Virginia Opossum; Didelphis virginiana
 White-ankled Deermouse; Peromyscus pectoralis
 Washington Ground Squirrel; Spermophilus washingtoni
 Wagner's Bonneted Bat; Eumops glaucinus
 Western Jumping Mouse; Zapus princeps
 Western Pipistrelle; Pipistrellus hesperus
 White-footed Deermouse; Peromyscus leucopus
 White-footed Vole; Arborimus albipes
 Western Gray Squirrel; Sciurus griseus
 Western Harvest Mouse; Reithrodontomys megalotis
 Western Heather Vole; Phenacomys intermedius
 Wild Boar; Sus scrofa
 West Indian Manatee; Trichechus manatus
 Woodland Jumping Mouse; Napaeozapus insignis
 Wolverine; Gulo gulo 
 Woodchuck; Marmota monax 
 Woodland Vole; Microtus pinetorum
 Shelton Pocket Gopher; Thomomys mazama couchi
 Pocket Gopher; Thomomys mazama hesperus
 Gold Beach Pocket Gopher; Thomomys mazama helleri
 Cathlamet Pocket Gopher; Thomomys mazama louiei
 Olympic Pocket Gopher; Thomomys mazama melanops
 Pocket Gopher; Thomomys mazama niger
 Western Pocket Gopher; Thomomys mazama
 Yelm Pocket Gopher; Thomomys mazama yelmensis
 Western Red Bat; Lasiurus blossevillii
 Western Red-backed Vole; Myodes californicus
 Western Small-footed Myotis; Myotis ciliolabrum
 White-sided Jackrabbit; Lepus callotis
 Western Spotted Skunk; Spilogale gracilis
 White-tailed Antelope Squirrel; Ammospermophilus leucurus
 Key Deer; Odocoileus virginianus clavium
 Columbian White-tailed Deer; Odocoileus virginianus leucurus
 Blackbeard Island Deer; Odocoileus virginianus nigribarbis
 White-tailed Deer; Odocoileus virginianus
 White-throated Woodrat; Neotoma albigula
 White-tailed Jackrabbit; Lepus townsendii
 White-tailed Prairie Dog; Cynomys leucurus
 White-toothed Woodrat; Neotoma leucodon
 Western Yellow Bat; Lasiurus xanthinus
 Wyoming Pocket Gopher; Thomomys clusius
 Wyoming Ground Squirrel; Spermophilus elegans nevadensis
 Wyoming Ground Squirrel; Spermophilus elegans
 Yellow-cheeked Chipmunk; Tamias ochrogenys
 Yellow-cheeked Or Taiga Vole; Microtus xanthognathus 
 A Yellow-bellied Marmot; Marmota flaviventris luteola
 Wet Mountains Marmot; Marmota flaviventris notioros
 None; Marmota flaviventris obscura
 Yellow-bellied Marmot; Marmota flaviventris
 Yellow-faced Pocket Gopher; Cratogeomys castanops
 Yellow-nosed Cotton Rat; Sigmodon ochrognathus
 Yellow-pine Chipmunk; Tamias amoenus celeris
 Yellow-pine Chipmunk; Tamias amoenus
 Yuma Myotis; Myotis yumanensis
 Asian Flat-tailed House Gecko; Hemidactylus platyurus
 Alabama Map Turtle; Graptemys pulchra
 American Alligator; Alligator mississippiensis
 Arizona Night Lizard; Xantusia arizonae
 Anole; Anolis desechensis
 Aquatic Gartersnake; Thamnophis atratus
 Alabama Red-bellied Cooter; Pseudemys alabamensis
 Ashy Gecko; Sphaerodactylus elegans
 Alligator Snapping Turtle; Macrochelys temminckii
 Arizona Striped Whiptail; Aspidoscelis arizonae
 Arizona Mud Turtle; Kinosternon arizonense
 Bark Anole; Anolis distichus
 Barred Anole; Anolis stratulus
 Baird's Ratsnake; Pantherophis bairdi
 Brahminy Blind Snake; Ramphotyphlops braminus
 Baja California Brush Lizard; Urosaurus nigricaudus
 Baja California Collared Lizard; Crotaphytus vestigium
 Baja California Coachwhip; Coluber fuliginosus
 Baja California Ratsnake; Bogertophis rosaliae
 Brook's House Gecko; Hemidactylus brookii
 Blainville's Horned Lizard; Phrynosoma blainvillii
 Broad-headed Skink; Plestiodon laticeps
 Black-knobbed Map Turtle; Graptemys nigrinoda
 Baker's Legless Lizard; Amphisbaena bakeri
 Black Swampsnake; Seminatrix pygaea
 Barbour's Map Turtle; Graptemys barbouri
 Western Black-necked Gartersnake; Thamnophis cyrtopsis cyrtopsis
 Eastern Black-necked Gartersnake; Thamnophis cyrtopsis ocellatus
 Black-necked Gartersnake; Thamnophis cyrtopsis
 Bezy's Night Lizard; Xantusia bezyi
 Blunt-nosed Leopard Lizard; Gambelia sila
 Bog Turtle; Glyptemys muhlenbergii
 Bahaman Brown Anole; Anolis sagrei ordinatus
 Cuban Brown Anole; Anolis sagrei sagrei
 Brown Anole; Anolis sagrei
 Banded Rock Lizard; Petrosaurus mearnsi
